current_bpm,avg_bpm,min_bpm,max_bpm,std_bpm,change_bpm,label
83.68,84.86,77.07,93.43,3.92,1.47,NORMAL
83.2,81.11,77.93,84.65,2.6,0.6,NORMAL
64.94,68.7,62.96,72.42,5.04,-4.59,NORMAL
63.45,85.71,48.12,116.54,22.23,1.4,UNUSUAL_PATTERN
70.59,69.33,63.93,79.18,2.69,-2.07,NORMAL
82.17,84.75,76.2,88.29,3.5,0.08,NORMAL
84.7,80.59,75.54,96.6,3.6,3.24,NORMAL
75.43,69.66,74.51,80.92,2.4,-3.86,NORMAL
77.68,81.91,70.54,86.05,4.15,-1.32,NORMAL
65.72,70.6,63.27,73.5,2.25,2.58,NORMAL
68.28,61.91,64.32,74.24,1.07,-7.65,NORMAL
70.96,66.76,63.9,76.52,3.38,-2.94,NORMAL
76.13,80.17,67.66,81.66,4.53,-1.56,NORMAL
93.4,91.52,85.18,98.55,1,2.33,NORMAL
78.98,76.69,69.05,83.79,1.61,-1.09,NORMAL
114.03,84.59,46.49,109.84,19.54,4.68,UNUSUAL_PATTERN
84.87,82.66,78.92,90.36,2.47,2.31,NORMAL
78.12,78.97,73.37,82.68,5.49,0.39,NORMAL
108.76,70.88,73.19,122.66,11.41,11.26,UNUSUAL_PATTERN
107.77,99.07,68.66,123.21,11.4,3.98,UNUSUAL_PATTERN
77.43,72.05,71.41,85.12,3.08,-8.94,NORMAL
84.48,90.32,79.38,93.09,2.66,5.02,NORMAL
68.64,71.49,64.03,78.37,4.55,3.23,NORMAL
113.35,95.68,81.99,119.02,14.62,20.84,UNUSUAL_PATTERN
84.39,87.87,78.88,90.64,3.41,-7.76,NORMAL
79.12,78.51,72.21,88.03,2.08,0.42,NORMAL
85.74,93.0,79.45,92.0,3.67,2.44,NORMAL
111.32,95.31,80.08,119.68,10.51,24.46,UNUSUAL_PATTERN
51.89,57.56,39.45,81.83,10.53,-16.22,UNUSUAL_PATTERN
49.04,59.88,41.32,82.48,5.98,-11.36,UNUSUAL_PATTERN
60,68.41,55,67.59,3.67,0.53,NORMAL
79.42,77.33,70.46,85.83,5.41,-3.42,NORMAL
74.02,70.18,70.3,82.53,6.48,-8.83,NORMAL
84.52,83.88,77.76,89.49,4.59,4.19,NORMAL
81.34,77.72,77.12,83.16,4.32,-7.88,NORMAL
72.13,74.98,66.9,78.06,1,-0.72,NORMAL
72.06,71.45,69.22,80.64,3.54,0.99,NORMAL
52.97,75.59,47.43,118.95,18.03,49.75,UNUSUAL_PATTERN
76.98,80.58,73.16,88.58,2.83,-4.66,NORMAL
49.88,60.26,43.16,87.87,12.19,-14.22,UNUSUAL_PATTERN
121.87,80.37,85.3,122.04,15.32,26.34,UNUSUAL_PATTERN
82.94,84.45,77.25,89.59,2.9,-4.49,NORMAL
76.46,72.59,69.68,84.43,4.88,5.28,NORMAL
79.44,82.09,76.22,92.56,2.32,-5.6,NORMAL
75.91,77.43,69.65,85.43,3.2,-5.15,NORMAL
45.85,61.96,47.88,114.39,18.26,28.04,UNUSUAL_PATTERN
75.53,74.4,69.6,81.03,4.64,3.9,NORMAL
71.35,80.6,65.82,76.36,1,4.73,NORMAL
80.96,83.45,72.2,88.05,4.26,5.27,NORMAL
78.25,86.41,71.44,86.41,5.37,-2.88,NORMAL
81.34,88.35,78.77,88.65,1.43,5.33,NORMAL
77.02,76.18,69.89,84.83,2.02,-2.71,NORMAL
70.73,68.22,67.45,73.8,3.99,-4.53,NORMAL
62.53,59.04,55,66.97,2.96,-2.62,NORMAL
93.99,88.18,92.4,99.47,4.26,-0.29,NORMAL
46.17,58.66,37.9,80.01,13.55,-3.36,UNUSUAL_PATTERN
78.22,79.01,70.57,83.79,4.04,-0.86,NORMAL
76.98,80.93,71.36,87.94,5.9,3.84,NORMAL
84.16,80.64,77.42,87.6,4.83,-0.23,NORMAL
115.76,87.8,49.05,105.99,17.5,35.04,UNUSUAL_PATTERN
76.55,76.42,70.47,85.41,4.82,7.15,NORMAL
